account_id,avg_weekly_logins,feature_adoption_pct,support_tickets,avg_ticket_sentiment,contract_age_days,renewal_window_days,logins_trend,days_since_last_login,adoption_trend,contract_stage,company_size,industry,region,payment_status,primary_churn_reason,renewed
ACC-02929,47,0.5015,2,-0.6372,1045,17,7.01,26,-0.0345,Legacy,Enterprise,Healthcare,LATAM,Late (5-14d),Support Issues,1
ACC-02930,33,0.3673,2,-0.6511,762,37,6.7,20,-0.0084,Legacy,SMB,Manufacturing,North America,Failed,Support Issues,0
ACC-02931,43,0.1839,5,-0.9344,738,55,2.07,17,0.0269,Legacy,SMB,Healthcare,APAC,On-Time,Support Issues,0
ACC-02932,29,0.8521,3,0.9787,680,25,-0.53,51,-0.0561,Legacy,SMB,Technology,North America,On-Time,Inactive User,0
ACC-02933,57,0.3985,3,-0.304,853,18,1.45,54,0.0475,Legacy,SMB,Retail,LATAM,Failed,Inactive User,0
ACC-02934,5,0.9079,2,0.5241,976,21,-8.3,3,0.0449,Legacy,Mid-Market,Finance,Europe,Failed,Payment Problems,1
ACC-02935,60,0.8338,3,-0.8806,690,37,-2.63,46,0.0464,Legacy,Mid-Market,Technology,Europe,On-Time,Inactive User,0
ACC-02936,70,0.3816,4,-0.4026,128,49,-4.83,53,-0.0155,Mature,SMB,Retail,Europe,Late (5-14d),Inactive User,0
ACC-02937,2,0.571,0,0.2477,617,43,4.45,17,-0.1,Legacy,Mid-Market,Technology,Europe,Late (15-29d),Low Engagement,1
ACC-02938,70,0.0461,4,0.0496,311,85,6.75,8,0.0801,Mature,SMB,Finance,APAC,Late (5-14d),Low Feature Adoption,1
ACC-02939,43,0.2727,5,-0.5845,432,35,3.31,51,-0.0296,Legacy,Mid-Market,Manufacturing,APAC,Late (5-14d),Inactive User,0
ACC-02940,4,0.7019,0,-0.0768,729,32,-0.65,48,0.0359,Legacy,Mid-Market,Healthcare,LATAM,Late (15-29d),Low Engagement,1
ACC-02941,56,0.6708,3,-0.7824,228,8,-3.7,29,0.0061,Mature,Mid-Market,Manufacturing,LATAM,Failed,Support Issues,0
ACC-02942,59,0.3592,3,0.0854,356,21,4.38,34,0.0564,Mature,SMB,Healthcare,LATAM,Late (5-14d),Inactive User,1
ACC-02943,9,0.7963,2,-0.8061,183,10,5.23,44,-0.0026,Mature,SMB,Healthcare,North America,On-Time,Inactive User,0
ACC-02944,3,0.2464,3,0.2719,581,56,-0.48,29,0.0034,Legacy,Mid-Market,Finance,Europe,Late (5-14d),Low Engagement,0
ACC-02945,48,0.4628,0,-0.6893,434,44,0.3,38,0.009,Legacy,Enterprise,Finance,Europe,Failed,Inactive User,0
ACC-02946,43,0.4736,5,0.0942,491,29,-1.75,45,0.0209,Legacy,Mid-Market,Manufacturing,LATAM,On-Time,Inactive User,0
ACC-02947,1,0.3472,6,-0.7418,161,65,2.08,57,-0.0618,Mature,SMB,Retail,LATAM,Failed,Low Engagement,1
ACC-02948,57,0.9365,3,-0.1986,820,81,-1.94,56,0.0938,Legacy,Enterprise,Retail,APAC,On-Time,Inactive User,1
ACC-02949,53,0.6888,4,-0.2963,903,34,-0.39,5,-0.0035,Legacy,SMB,Manufacturing,Europe,Failed,Payment Problems,0
ACC-02950,16,0.5376,4,0.5128,113,72,-5.85,13,0.0288,Mature,Enterprise,Healthcare,Europe,Late (5-14d),Payment Problems,0
ACC-02951,51,0.5101,1,0.2823,783,14,1.31,45,0.0758,Legacy,Enterprise,Finance,Europe,Failed,Inactive User,1
ACC-02952,75,0.1729,5,0.8742,657,35,8.76,28,-0.0004,Legacy,SMB,Manufacturing,APAC,Late (15-29d),Low Feature Adoption,1
ACC-02953,55,0.3773,5,0.8438,250,17,1.74,31,-0.0498,Mature,Mid-Market,Retail,LATAM,Late (5-14d),Inactive User,1
ACC-02954,1,0.6659,2,0.45,582,24,5.21,13,-0.0514,Legacy,SMB,Healthcare,APAC,Failed,Low Engagement,1
ACC-02955,28,0.9076,2,0.5412,141,61,3.82,19,-0.0225,Mature,SMB,Retail,LATAM,Late (5-14d),Payment Problems,0
ACC-02956,53,0.8038,2,0.2498,644,56,-0.61,49,0.0167,Legacy,Mid-Market,Healthcare,LATAM,Failed,Inactive User,1
ACC-02957,58,0.3084,8,0.3833,953,20,-0.07,8,0.0219,Legacy,Mid-Market,Retail,LATAM,Failed,Payment Problems,1
ACC-02958,73,0.4366,3,0.2344,504,80,-2.74,11,0.0565,Legacy,Enterprise,Technology,LATAM,Late (5-14d),Payment Problems,1
ACC-02959,60,0.0996,5,-0.3765,865,15,4.89,13,-0.0768,Legacy,Enterprise,Healthcare,Europe,On-Time,Low Feature Adoption,0
ACC-02960,59,0.1181,2,-0.2986,300,17,2.34,55,0.0111,Mature,Mid-Market,Healthcare,APAC,On-Time,Inactive User,0
ACC-02961,22,0.4714,3,0.1495,450,69,5.01,22,0.0308,Legacy,SMB,Healthcare,Europe,Failed,Payment Problems,0
ACC-02962,8,0.529,0,0.4404,736,82,0.54,47,0.0289,Legacy,Mid-Market,Technology,North America,Late (15-29d),Inactive User,1
ACC-02963,49,0.2735,3,-0.1878,69,73,-8.95,33,-0.1,Growth,Mid-Market,Technology,Europe,Late (15-29d),Inactive User,1
ACC-02964,42,0.6371,7,-0.7147,218,59,-3.61,15,-0.0186,Mature,Mid-Market,Retail,LATAM,Failed,Support Issues,0
ACC-02965,27,0.6952,3,-0.0812,1023,45,5.01,17,0.0407,Legacy,SMB,Finance,LATAM,Failed,Payment Problems,1
ACC-02966,39,0.3072,4,0.9264,565,84,-0.98,55,-0.0406,Legacy,SMB,Retail,LATAM,Late (5-14d),Inactive User,0
ACC-02967,25,0.7481,1,-0.5718,1057,62,5.31,40,-0.0593,Legacy,Enterprise,Healthcare,Europe,Late (15-29d),Inactive User,1
ACC-02968,38,0.2174,4,0.2981,319,34,7.05,56,0.0282,Mature,Mid-Market,Healthcare,LATAM,Late (5-14d),Inactive User,1
ACC-02969,24,0.5425,1,0.9651,462,81,4.65,39,0.015,Legacy,Mid-Market,Retail,North America,On-Time,Inactive User,1
ACC-02970,24,0.7921,2,-0.2475,500,45,4.46,32,0.0115,Legacy,SMB,Manufacturing,Europe,Late (5-14d),Inactive User,1
ACC-02971,60,0.5355,2,0.7758,657,31,-13.44,4,-0.0323,Legacy,Mid-Market,Finance,Europe,Failed,Payment Problems,1
ACC-02972,50,0.8916,5,0.728,308,27,-1.17,38,-0.0657,Mature,SMB,Technology,North America,Late (5-14d),Inactive User,1
ACC-02973,66,0.0762,5,-0.3219,906,16,-0.03,9,0.0475,Legacy,Enterprise,Finance,Europe,Late (5-14d),Low Feature Adoption,0
ACC-02974,14,0.5848,2,-0.803,610,49,4.47,21,0.1,Legacy,Enterprise,Manufacturing,LATAM,Late (5-14d),Support Issues,0
ACC-02975,53,0.5593,0,-0.6429,892,21,0.57,42,-0.081,Legacy,Enterprise,Retail,LATAM,Failed,Inactive User,1
ACC-02976,32,0.6539,1,-0.2685,283,89,-7.48,43,0.051,Mature,SMB,Retail,North America,Failed,Inactive User,0
ACC-02977,48,0.8201,2,0.9183,210,54,-7.36,32,-0.0086,Mature,SMB,Healthcare,North America,Late (15-29d),Inactive User,1
ACC-02978,39,0.7168,1,-0.4511,710,27,-2.42,57,0.0159,Legacy,Mid-Market,Retail,Europe,Late (5-14d),Inactive User,1
ACC-02979,40,0.7787,3,0.8537,854,66,13.44,30,-0.003,Legacy,Enterprise,Manufacturing,Europe,On-Time,Other,1
ACC-02980,42,0.2973,4,-0.6373,729,56,1.4,5,0.1,Legacy,SMB,Retail,Europe,Late (5-14d),Support Issues,0
ACC-02981,77,0.392,2,0.9396,595,29,2.56,35,-0.0401,Legacy,Enterprise,Retail,LATAM,On-Time,Inactive User,1
ACC-02982,76,0.6217,4,-0.4128,709,19,-7.37,2,-0.0301,Legacy,Enterprise,Manufacturing,North America,Late (15-29d),Payment Problems,0
ACC-02983,8,0.5513,3,0.2662,420,75,5.52,3,0.0038,Legacy,Enterprise,Technology,LATAM,Late (5-14d),Payment Problems,0
ACC-02984,79,0.9427,2,-0.8606,241,10,-1.59,55,0.0284,Mature,Mid-Market,Finance,North America,On-Time,Inactive User,1
ACC-02985,26,0.1994,3,-0.4007,413,84,7.52,26,0.0667,Legacy,SMB,Retail,APAC,Late (5-14d),Low Feature Adoption,0
ACC-02986,12,0.3572,2,-0.5786,371,78,-6.21,37,0.0246,Legacy,SMB,Finance,North America,Late (5-14d),Inactive User,0
ACC-02987,43,0.5698,4,-0.9932,873,15,-0.47,24,0.0113,Legacy,SMB,Finance,APAC,Late (15-29d),Support Issues,1
ACC-02988,51,0.8532,3,-0.6865,1091,41,-2.56,36,-0.0221,Legacy,Mid-Market,Healthcare,North America,On-Time,Inactive User,1
ACC-02989,63,0.9122,5,0.1862,449,27,3.18,26,0.0256,Legacy,Mid-Market,Technology,LATAM,On-Time,Other,0
ACC-02990,49,0.3426,6,-0.2202,780,64,4.9,40,-0.0357,Legacy,Mid-Market,Finance,Europe,Failed,Inactive User,0
ACC-02991,27,0.0844,1,0.4451,335,24,-3.15,35,0.0101,Mature,Mid-Market,Healthcare,Europe,On-Time,Inactive User,0
ACC-02992,9,0.4248,6,0.3421,731,78,4.03,45,-0.0109,Legacy,SMB,Manufacturing,Europe,Late (5-14d),Inactive User,0
ACC-02993,39,0.3986,1,0.5986,898,87,7.09,46,-0.0491,Legacy,Mid-Market,Manufacturing,APAC,Late (15-29d),Inactive User,1
ACC-02994,65,0.967,1,0.7341,566,49,4.9,59,0.0779,Legacy,SMB,Manufacturing,Europe,Failed,Inactive User,1
ACC-02995,71,0.4338,2,0.6397,235,12,-2.87,35,-0.049,Mature,Enterprise,Manufacturing,LATAM,Failed,Inactive User,1
ACC-02996,71,0.3135,4,-0.1039,525,84,-2.12,53,-0.0197,Legacy,SMB,Manufacturing,LATAM,Late (5-14d),Inactive User,0
ACC-02997,7,0.3708,3,-0.3825,533,73,-1.06,45,-0.0792,Legacy,Enterprise,Healthcare,North America,Late (15-29d),Inactive User,0
ACC-02998,72,0.401,2,0.0046,1075,18,4.73,41,-0.0084,Legacy,Mid-Market,Technology,Europe,Failed,Inactive User,0
ACC-02999,67,0.8087,3,0.0703,242,18,2.15,58,0.0217,Mature,Enterprise,Technology,LATAM,Late (15-29d),Inactive User,1
ACC-03000,10,0.0978,4,-0.3737,339,72,-6.29,6,-0.0453,Mature,Mid-Market,Healthcare,Europe,On-Time,Low Feature Adoption,0
ACC-03001,71,0.3238,2,0.08,690,8,-0.08,29,-0.091,Legacy,SMB,Healthcare,North America,Failed,Adoption Declining,1
ACC-03002,53,0.9477,2,-0.7884,782,21,8.18,49,-0.0188,Legacy,SMB,Retail,APAC,Failed,Inactive User,1
ACC-03003,57,0.167,4,-0.5379,301,29,4.93,51,-0.0078,Mature,Mid-Market,Finance,LATAM,Late (15-29d),Inactive User,0
ACC-03004,27,0.7329,6,0.4921,967,35,-3.0,46,-0.0118,Legacy,SMB,Manufacturing,LATAM,Failed,Inactive User,1
ACC-03005,54,0.3621,1,-0.6343,61,87,-7.68,28,0.0793,Growth,Enterprise,Finance,Europe,On-Time,Support Issues,0
ACC-03006,4,0.5785,10,-0.7219,472,13,-2.49,39,0.0167,Legacy,Enterprise,Retail,APAC,Failed,Low Engagement,0
ACC-03007,23,0.1156,4,-0.4253,191,34,-0.02,40,0.0128,Mature,Enterprise,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-03008,48,0.3142,3,-0.2579,796,20,-2.06,4,0.0165,Legacy,Mid-Market,Manufacturing,APAC,Failed,Payment Problems,1
ACC-03009,42,0.5008,1,-0.3429,283,50,-4.91,5,0.0162,Mature,Enterprise,Technology,Europe,Late (5-14d),Payment Problems,0
ACC-03010,3,0.2424,4,-0.2508,550,36,2.93,57,-0.0222,Legacy,Enterprise,Healthcare,North America,Failed,Low Engagement,0
ACC-03011,3,0.5402,1,-0.7202,1006,87,-11.95,43,-0.0468,Legacy,Enterprise,Finance,LATAM,Failed,Low Engagement,0
ACC-03012,28,0.231,3,-0.6692,39,38,5.61,6,0.1,Growth,Enterprise,Technology,APAC,Failed,Support Issues,0
ACC-03013,63,0.6441,2,-0.5283,755,76,3.77,38,-0.0073,Legacy,Enterprise,Retail,North America,Late (15-29d),Inactive User,1
ACC-03014,31,0.8882,5,-0.196,534,12,2.13,31,0.0011,Legacy,Enterprise,Technology,APAC,Failed,Inactive User,1
ACC-03015,10,0.1021,3,-0.3282,814,33,2.98,14,0.0023,Legacy,Mid-Market,Manufacturing,Europe,Failed,Low Feature Adoption,0
ACC-03016,49,0.228,1,0.5827,465,88,-1.42,50,-0.0378,Legacy,Enterprise,Manufacturing,North America,On-Time,Inactive User,1
ACC-03017,21,0.8306,5,0.051,182,30,-0.14,12,0.0089,Mature,Mid-Market,Finance,LATAM,On-Time,Other,0
ACC-03018,53,0.6263,2,0.1514,946,40,7.35,17,-0.0639,Legacy,Mid-Market,Healthcare,LATAM,Late (5-14d),Adoption Declining,1
ACC-03019,76,0.0956,5,0.1212,898,46,-0.76,9,0.0358,Legacy,Mid-Market,Manufacturing,North America,Late (15-29d),Low Feature Adoption,1
ACC-03020,54,0.4869,3,-0.2024,782,53,1.92,39,-0.0128,Legacy,Enterprise,Retail,APAC,On-Time,Inactive User,1
ACC-03021,57,0.2214,2,0.961,592,85,2.63,56,0.0564,Legacy,Enterprise,Finance,North America,On-Time,Inactive User,1
ACC-03022,20,0.2111,1,-0.9253,518,81,0.53,10,0.0259,Legacy,Mid-Market,Manufacturing,Europe,Late (15-29d),Support Issues,0
ACC-03023,49,0.923,1,-0.5683,924,30,-1.07,39,0.0197,Legacy,Mid-Market,Retail,LATAM,Late (5-14d),Inactive User,1
ACC-03024,7,0.7511,6,-0.4307,133,71,-8.73,39,-0.0397,Mature,Enterprise,Technology,North America,Failed,Inactive User,1
ACC-03025,29,0.6884,4,0.7626,1054,24,4.08,46,0.0035,Legacy,SMB,Retail,LATAM,Failed,Inactive User,0
ACC-03026,48,0.2494,5,0.8377,1036,50,5.39,1,0.0378,Legacy,SMB,Finance,North America,Failed,Payment Problems,1
ACC-03027,13,0.1338,3,0.6922,436,82,0.36,26,0.0058,Legacy,SMB,Manufacturing,APAC,On-Time,Low Feature Adoption,0
ACC-03028,3,0.856,5,-0.1661,196,63,6.22,51,-0.0679,Mature,Enterprise,Healthcare,LATAM,On-Time,Low Engagement,0
ACC-03029,2,0.0256,3,0.8292,538,34,1.9,53,0.0493,Legacy,Mid-Market,Healthcare,North America,Late (15-29d),Low Engagement,0
ACC-03030,16,0.3926,4,-0.803,342,77,-9.8,55,0.0378,Mature,SMB,Retail,North America,Late (15-29d),Inactive User,0
ACC-03031,6,0.2865,1,0.3049,792,29,-5.27,44,-0.075,Legacy,Mid-Market,Retail,Europe,Failed,Inactive User,0
ACC-03032,45,0.5676,2,0.8744,710,40,-2.45,49,0.0063,Legacy,Enterprise,Retail,LATAM,Failed,Inactive User,1
ACC-03033,71,0.2605,2,0.5098,506,17,-3.05,43,0.0408,Legacy,Mid-Market,Manufacturing,North America,Failed,Inactive User,1
ACC-03034,5,0.3188,2,-0.4443,102,41,0.37,7,-0.03,Mature,SMB,Healthcare,Europe,On-Time,Other,1
ACC-03035,56,0.836,2,0.435,611,48,-4.59,48,-0.0663,Legacy,Enterprise,Healthcare,North America,Failed,Inactive User,1
ACC-03036,71,0.5991,5,-0.4105,291,34,8.52,58,-0.0537,Mature,Mid-Market,Finance,LATAM,On-Time,Inactive User,0
ACC-03037,32,0.1599,3,-0.7768,274,88,-10.76,37,-0.0054,Mature,Enterprise,Finance,North America,Failed,Inactive User,0
ACC-03038,49,0.7174,2,0.4344,590,84,-0.4,15,0.0465,Legacy,SMB,Technology,LATAM,Late (15-29d),Payment Problems,0
ACC-03039,13,0.2192,5,-0.6415,204,88,-3.75,55,-0.0544,Mature,SMB,Manufacturing,LATAM,Late (15-29d),Inactive User,0
ACC-03040,30,0.4357,5,-0.7779,138,30,-6.52,23,-0.054,Mature,SMB,Retail,Europe,On-Time,Support Issues,0
ACC-03041,25,0.6407,4,0.1035,212,14,2.95,59,-0.0152,Mature,Enterprise,Finance,North America,Failed,Inactive User,0
ACC-03042,60,0.2811,1,0.2413,221,59,-5.06,58,0.0344,Mature,Enterprise,Technology,LATAM,Failed,Inactive User,0
ACC-03043,59,0.3887,1,-0.8979,94,78,0.2,22,0.0877,Mature,SMB,Technology,North America,Late (15-29d),Support Issues,0
ACC-03044,28,0.7248,0,-0.9911,992,10,-4.76,54,0.0044,Legacy,Enterprise,Healthcare,APAC,On-Time,Inactive User,1
ACC-03045,58,0.9204,6,0.7641,893,11,-9.52,13,-0.0337,Legacy,Enterprise,Manufacturing,APAC,Late (15-29d),Payment Problems,1
ACC-03046,20,0.5281,7,-0.7695,398,55,-1.11,26,-0.0398,Legacy,SMB,Manufacturing,North America,On-Time,Support Issues,0
ACC-03047,34,0.0296,2,0.1678,880,36,1.53,9,0.0686,Legacy,SMB,Retail,Europe,On-Time,Low Feature Adoption,1
ACC-03048,5,0.3449,3,0.9071,72,78,-2.99,58,-0.0631,Growth,Mid-Market,Manufacturing,APAC,Late (15-29d),Inactive User,0
ACC-03049,60,0.4027,5,0.0238,517,69,6.58,27,0.0097,Legacy,SMB,Retail,LATAM,Late (5-14d),Payment Problems,1
ACC-03050,43,0.3456,3,-0.7204,107,53,1.48,24,0.0659,Mature,Enterprise,Manufacturing,North America,Failed,Support Issues,0
ACC-03051,57,0.4388,3,-0.213,855,32,3.62,1,-0.0079,Legacy,Mid-Market,Healthcare,LATAM,On-Time,Other,1
ACC-03052,57,0.6274,2,0.2481,703,63,-3.29,44,-0.0541,Legacy,Enterprise,Technology,LATAM,Failed,Inactive User,1
ACC-03053,75,0.1363,1,0.5257,730,43,-3.16,32,0.0265,Legacy,Mid-Market,Manufacturing,APAC,Failed,Inactive User,1
ACC-03054,54,0.2817,2,0.2139,788,13,-1.7,59,0.0052,Legacy,Enterprise,Manufacturing,LATAM,Failed,Inactive User,1
ACC-03055,45,0.5073,4,-0.9314,757,46,-1.77,49,0.0235,Legacy,Mid-Market,Healthcare,North America,Failed,Inactive User,0
ACC-03056,37,0.323,1,-0.7138,954,45,-2.31,45,0.0289,Legacy,Mid-Market,Finance,Europe,Late (5-14d),Inactive User,0
ACC-03057,48,0.9714,0,-0.2564,931,68,-5.55,34,0.0259,Legacy,Enterprise,Retail,APAC,Late (5-14d),Inactive User,1
ACC-03058,54,0.4342,1,0.4114,918,84,3.95,46,0.0148,Legacy,Mid-Market,Finance,APAC,Failed,Inactive User,1
ACC-03059,48,0.855,4,0.1687,1022,59,-7.34,40,0.0338,Legacy,Enterprise,Technology,North America,Late (15-29d),Inactive User,1
ACC-03060,6,0.8806,4,-0.9106,368,10,3.13,57,0.0675,Legacy,Enterprise,Finance,Europe,Failed,Inactive User,0
ACC-03061,34,0.8226,1,0.5938,222,88,4.15,12,-0.0392,Mature,Mid-Market,Technology,Europe,On-Time,Other,1
ACC-03062,63,0.065,2,0.2102,312,31,-1.43,54,-0.0133,Mature,SMB,Retail,LATAM,Failed,Inactive User,1
ACC-03063,78,0.9298,7,0.7743,419,13,12.68,4,0.0397,Legacy,SMB,Healthcare,Europe,Late (5-14d),Payment Problems,1
ACC-03064,48,0.1436,3,-0.1647,1029,34,0.05,4,-0.0036,Legacy,SMB,Technology,North America,On-Time,Low Feature Adoption,0
ACC-03065,23,0.053,2,-0.0196,554,75,-1.46,21,-0.0632,Legacy,Enterprise,Retail,Europe,On-Time,Low Feature Adoption,1
ACC-03066,13,0.4178,1,-0.1889,688,73,-1.23,33,0.0166,Legacy,Enterprise,Healthcare,Europe,Late (5-14d),Inactive User,0
ACC-03067,47,0.2068,3,0.4449,745,26,5.43,0,-0.0246,Legacy,SMB,Finance,LATAM,Late (5-14d),Payment Problems,1
ACC-03068,44,0.1968,3,0.5043,920,89,-1.33,58,0.1,Legacy,Enterprise,Finance,LATAM,On-Time,Inactive User,1
ACC-03069,32,0.2963,3,0.4465,481,17,3.18,16,0.0497,Legacy,SMB,Technology,North America,Late (5-14d),Payment Problems,0
ACC-03070,26,0.2585,5,-0.4168,457,73,-6.76,50,0.058,Legacy,Enterprise,Manufacturing,Europe,Late (5-14d),Inactive User,0
ACC-03071,53,0.6774,3,0.2721,1075,13,0.73,48,0.0021,Legacy,Enterprise,Manufacturing,Europe,Failed,Inactive User,1
ACC-03072,14,0.1993,4,-0.3229,912,29,4.93,8,0.0155,Legacy,Enterprise,Healthcare,APAC,On-Time,Low Feature Adoption,1
ACC-03073,52,0.5414,2,0.6684,342,67,-0.2,9,-0.0171,Mature,SMB,Finance,Europe,Late (5-14d),Payment Problems,1
ACC-03074,36,0.967,5,-0.8898,869,77,-3.78,14,-0.0419,Legacy,Mid-Market,Retail,APAC,Late (5-14d),Support Issues,0
ACC-03075,8,0.4351,4,-0.9246,548,40,-1.43,44,-0.0456,Legacy,Enterprise,Healthcare,LATAM,On-Time,Inactive User,0
ACC-03076,40,0.6362,3,-0.7966,404,25,-7.12,28,0.1,Legacy,Enterprise,Technology,LATAM,Failed,Support Issues,0
ACC-03077,22,0.9506,2,-0.5953,480,64,4.56,52,0.0198,Legacy,SMB,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-03078,16,0.1521,1,-0.9247,1044,15,6.1,24,-0.0661,Legacy,SMB,Healthcare,APAC,Failed,Support Issues,0
ACC-03079,60,0.4219,3,-0.8568,624,54,-0.63,20,0.0481,Legacy,Enterprise,Retail,APAC,Failed,Support Issues,0
ACC-03080,60,0.8362,3,-0.3879,529,88,7.57,16,0.1,Legacy,Enterprise,Finance,APAC,Failed,Payment Problems,1
ACC-03081,10,0.915,3,-0.8004,493,47,3.71,26,-0.0768,Legacy,Mid-Market,Finance,Europe,Late (15-29d),Support Issues,1
ACC-03082,25,0.5972,0,0.6041,142,54,0.09,27,0.03,Mature,Enterprise,Retail,LATAM,On-Time,Other,1
ACC-03083,31,0.1577,4,-0.8923,1065,51,6.73,22,-0.0561,Legacy,Enterprise,Finance,APAC,Late (15-29d),Support Issues,0
ACC-03084,21,0.8854,4,0.8159,360,31,3.56,38,0.0578,Mature,Enterprise,Manufacturing,LATAM,On-Time,Inactive User,1
ACC-03085,33,0.1875,3,0.7417,169,84,5.94,35,-0.1,Mature,Mid-Market,Manufacturing,APAC,Failed,Inactive User,0
ACC-03086,31,0.3588,4,-0.5832,931,31,6.96,2,0.0039,Legacy,Enterprise,Retail,APAC,Failed,Support Issues,0
ACC-03087,21,0.3805,7,-0.8569,546,25,-1.2,32,0.0222,Legacy,Mid-Market,Manufacturing,LATAM,Failed,Inactive User,0
ACC-03088,36,0.4494,2,-0.7889,598,45,3.45,6,-0.0692,Legacy,SMB,Healthcare,Europe,Failed,Support Issues,0
ACC-03089,65,0.7786,2,0.1182,875,85,-9.66,4,0.0222,Legacy,Enterprise,Finance,North America,Failed,Payment Problems,1
ACC-03090,4,0.7901,2,0.2018,147,86,-5.81,25,-0.0232,Mature,Enterprise,Healthcare,APAC,Late (15-29d),Low Engagement,0
ACC-03091,68,0.7109,3,-0.3688,917,33,2.52,16,0.0862,Legacy,Enterprise,Retail,LATAM,Failed,Payment Problems,1
ACC-03092,4,0.0412,3,-0.4063,1086,80,1.82,16,-0.0712,Legacy,Enterprise,Manufacturing,LATAM,Failed,Low Engagement,0
ACC-03093,9,0.5623,5,0.063,79,69,-4.75,46,0.0454,Growth,Mid-Market,Healthcare,APAC,Failed,Inactive User,0
ACC-03094,30,0.7376,7,-0.3887,48,74,-1.89,2,-0.005,Growth,SMB,Healthcare,LATAM,Late (15-29d),Payment Problems,0
ACC-03095,45,0.4468,4,0.8686,755,25,1.78,2,0.0647,Legacy,SMB,Technology,North America,Late (5-14d),Payment Problems,1
ACC-03096,4,0.9271,2,-0.2347,226,34,-0.02,33,0.0658,Mature,Mid-Market,Healthcare,Europe,On-Time,Low Engagement,0
ACC-03097,69,0.8109,7,-0.5604,588,84,-1.14,7,-0.0126,Legacy,Mid-Market,Manufacturing,APAC,On-Time,Support Issues,0
ACC-03098,23,0.6326,4,-0.7081,481,39,-7.05,44,-0.0022,Legacy,Mid-Market,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-03099,16,0.0799,3,0.2634,318,16,1.75,59,0.0454,Mature,Mid-Market,Finance,LATAM,Late (5-14d),Inactive User,1
ACC-03100,22,0.6463,0,-0.3467,420,89,-0.95,55,0.0261,Legacy,Enterprise,Finance,LATAM,Late (15-29d),Inactive User,0
ACC-03101,72,0.8951,3,-0.6224,244,36,10.86,5,-0.0059,Mature,Enterprise,Manufacturing,Europe,On-Time,Support Issues,1
ACC-03102,48,0.3843,4,-0.4484,244,28,7.02,36,-0.0417,Mature,Mid-Market,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-03103,62,0.8246,4,-0.3842,157,9,0.67,44,0.0183,Mature,Enterprise,Finance,APAC,Late (5-14d),Inactive User,1
ACC-03104,60,0.3206,4,0.2517,789,88,-9.7,21,-0.0556,Legacy,Enterprise,Retail,Europe,Late (15-29d),Adoption Declining,0
ACC-03105,5,0.5673,5,-0.6506,433,81,12.12,32,0.0324,Legacy,SMB,Retail,Europe,Late (15-29d),Inactive User,0
ACC-03106,7,0.6425,0,0.4656,1082,54,4.08,49,0.0555,Legacy,Enterprise,Technology,APAC,Failed,Inactive User,1
ACC-03107,51,0.6709,2,-0.3902,367,8,-2.75,6,-0.0413,Legacy,SMB,Technology,LATAM,Late (5-14d),Payment Problems,0
ACC-03108,65,0.8672,3,-0.0234,860,82,4.43,48,-0.0209,Legacy,Enterprise,Healthcare,APAC,Late (15-29d),Inactive User,1
ACC-03109,9,0.2452,2,0.3097,743,60,3.98,39,-0.0315,Legacy,SMB,Healthcare,Europe,On-Time,Inactive User,0
ACC-03110,45,0.2719,2,0.0872,390,12,-3.28,18,0.0527,Legacy,SMB,Healthcare,LATAM,Late (15-29d),Payment Problems,0
ACC-03111,47,0.6959,2,0.3245,598,46,-4.65,47,0.0027,Legacy,SMB,Technology,APAC,On-Time,Inactive User,1
ACC-03112,67,0.1901,4,-0.3548,247,8,3.71,45,-0.0183,Mature,SMB,Finance,North America,Failed,Inactive User,0
ACC-03113,24,0.4657,3,0.9269,231,79,5.38,51,0.0324,Mature,Mid-Market,Healthcare,Europe,Late (5-14d),Inactive User,1
ACC-03114,10,0.0392,2,-0.082,46,8,1.61,54,-0.024,Growth,Enterprise,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-03115,73,0.1553,2,-0.3561,351,80,1.28,9,-0.0102,Mature,Mid-Market,Finance,North America,Late (15-29d),Low Feature Adoption,0
ACC-03116,77,0.6717,1,-0.4072,547,61,6.77,22,-0.0557,Legacy,Enterprise,Technology,APAC,Failed,Adoption Declining,1
ACC-03117,48,0.7376,2,-0.9146,710,78,-0.75,1,0.0419,Legacy,Mid-Market,Retail,LATAM,Late (5-14d),Support Issues,1
ACC-03118,35,0.1307,4,0.3696,454,66,-14.44,20,-0.0546,Legacy,Enterprise,Retail,LATAM,Late (15-29d),Low Feature Adoption,0
ACC-03119,54,0.2386,1,-0.475,1048,12,2.67,23,0.0716,Legacy,Mid-Market,Manufacturing,North America,Late (15-29d),Payment Problems,1
ACC-03120,71,0.1149,5,0.9179,416,25,5.76,47,0.0119,Legacy,Mid-Market,Retail,North America,Late (15-29d),Inactive User,1
ACC-03121,16,0.4361,3,-0.5791,807,33,2.38,56,-0.0078,Legacy,SMB,Healthcare,Europe,Late (15-29d),Inactive User,0
ACC-03122,53,0.1411,1,0.059,127,7,-6.39,12,-0.0007,Mature,Mid-Market,Technology,North America,On-Time,Low Feature Adoption,0
